id,name,filePath,startLine,endLine,isExported,content,description
"Class:tests/tools/test_skill_manager_tool.py:TestDeleteSkill","TestDeleteSkill","tests/tools/test_skill_manager_tool.py",333,350,true,"

class TestDeleteSkill:
    def test_delete_existing(self, tmp_path):
        with _skill_dir(tmp_path):
            _create_skill(""my-skill"", VALID_SKILL_CONTENT)
            result = _delete_skill(""my-skill"")
        assert result[""success""] is True
        assert not (tmp_path / ""my-skill"").exists()

    def test_delete_nonexistent(self, tmp_path):
        with _skill_dir(tmp_path):
            result = _delete_skill(""nonexistent"")
        assert result[""success""] is False

    def test_delete_cleans_empty_category_dir(self, tmp_path):
        with _skill_dir(tmp_path):
            _create_skill(""my-skill"", VALID_SKILL_CONTENT, category=""devops"")
            _delete_skill(""my-skill"")
        assert not (tmp_path / ""devops"").exists()

",""
"Class:tests/tools/test_skill_manager_tool.py:TestWriteFile","TestWriteFile","tests/tools/test_skill_manager_tool.py",358,375,true,"

class TestWriteFile:
    def test_write_reference_file(self, tmp_path):
        with _skill_dir(tmp_path):
            _create_skill(""my-skill"", VALID_SKILL_CONTENT)
            result = _write_file(""my-skill"", ""references/api.md"", ""# API\nEndpoint docs."")
        assert result[""success""] is True
        assert (tmp_path / ""my-skill"" / ""references"" / ""api.md"").exists()

    def test_write_to_nonexistent_skill(self, tmp_path):
        with _skill_dir(tmp_path):
            result = _write_file(""nonexistent"", ""references/doc.md"", ""content"")
        assert result[""success""] is False

    def test_write_to_disallowed_path(self, tmp_path):
        with _skill_dir(tmp_path):
            _create_skill(""my-skill"", VALID_SKILL_CONTENT)
            result = _write_file(""my-skill"", ""secret/evil.py"", ""malicious"")
        assert result[""success""] is False

",""
"Class:tests/tools/test_skill_manager_tool.py:TestRemoveFile","TestRemoveFile","tests/tools/test_skill_manager_tool.py",378,391,true,"

class TestRemoveFile:
    def test_remove_existing_file(self, tmp_path):
        with _skill_dir(tmp_path):
            _create_skill(""my-skill"", VALID_SKILL_CONTENT)
            _write_file(""my-skill"", ""references/api.md"", ""content"")
            result = _remove_file(""my-skill"", ""references/api.md"")
        assert result[""success""] is True
        assert not (tmp_path / ""my-skill"" / ""references"" / ""api.md"").exists()

    def test_remove_nonexistent_file(self, tmp_path):
        with _skill_dir(tmp_path):
            _create_skill(""my-skill"", VALID_SKILL_CONTENT)
            result = _remove_file(""my-skill"", ""references/nope.md"")
        assert result[""success""] is False

",""
"Class:tests/tools/test_skill_manager_tool.py:TestSkillManageDispatcher","TestSkillManageDispatcher","tests/tools/test_skill_manager_tool.py",399,424,true,"

class TestSkillManageDispatcher:
    def test_unknown_action(self, tmp_path):
        with _skill_dir(tmp_path):
            raw = skill_manage(action=""explode"", name=""test"")
        result = json.loads(raw)
        assert result[""success""] is False
        assert ""Unknown action"" in result[""error""]

    def test_create_without_content(self, tmp_path):
        with _skill_dir(tmp_path):
            raw = skill_manage(action=""create"", name=""test"")
        result = json.loads(raw)
        assert result[""success""] is False
        assert ""content"" in result[""error""].lower()

    def test_patch_without_old_string(self, tmp_path):
        with _skill_dir(tmp_path):
            raw = skill_manage(action=""patch"", name=""test"")
        result = json.loads(raw)
        assert result[""success""] is False

    def test_full_create_via_dispatcher(self, tmp_path):
        with _skill_dir(tmp_path):
            raw = skill_manage(action=""create"", name=""test-skill"", content=VALID_SKILL_CONTENT)
        result = json.loads(raw)
        assert result[""success""] is True
",""
"Class:tests/tools/test_skill_improvements.py:TestFuzzyPatchSkill","TestFuzzyPatchSkill","tests/tools/test_skill_improvements.py",36,173,true,"

class TestFuzzyPatchSkill:
    @pytest.fixture(autouse=True)
    def setup_skills(self, tmp_path, monkeypatch):
        skills_dir = tmp_path / ""skills""
        skills_dir.mkdir()
        monkeypatch.setattr(""tools.skill_manager_tool.SKILLS_DIR"", skills_dir)
        monkeypatch.setenv(""HERMES_HOME"", str(tmp_path))
        self.skills_dir = skills_dir

    def test_exact_match_still_works(self):
        _create_skill(""test-skill"", SKILL_CONTENT)
        result = _patch_skill(""test-skill"", ""Step 1: Do the thing."", ""Step 1: Done!"")
        assert result[""success""] is True
        content = (self.skills_dir / ""test-skill"" / ""SKILL.md"").read_text()
        assert ""Step 1: Done!"" in content

    def test_whitespace_trimmed_match(self):
        """"""Patch with extra leading whitespace should still find the target.""""""
        skill = """"""\
---
name: ws-skill
description: Whitespace test
---

# Commands

    def hello():
        print(""hi"")
""""""
        _create_skill(""ws-skill"", skill)
        # Agent sends patch with no leading whitespace (common LLM behaviour)
        result = _patch_skill(""ws-skill"", ""def hello():\n    print(\""hi\"")"", ""def hello():\n    print(\""hello world\"")"")
        assert result[""success""] is True
        content = (self.skills_dir / ""ws-skill"" / ""SKILL.md"").read_text()
        assert 'print(""hello world"")' in content

    def test_indentation_flexible_match(self):
        """"""Patch where only indentation differs should succeed.""""""
        skill = """"""\
---
name: indent-skill
description: Indentation test
---

# Steps

  1. First step
  2. Second step
  3. Third step
""""""
        _create_skill(""indent-skill"", skill)
        # Agent sends with different indentation
        result = _patch_skill(
            ""indent-skill"",
            ""1. First step\n2. Second step"",
            ""1. Updated first\n2. Updated second""
        )
        assert result[""success""] is True
        content = (self.skills_dir / ""indent-skill"" / ""SKILL.md"").read_text()
        assert ""Updated first"" in content

    def test_multiple_matches_blocked_without_replace_all(self):
        """"""Multiple fuzzy matches should return an error without replace_all.""""""
        skill = """"""\
---
name: dup-skill
description: Duplicate test
---

# Steps

word word word
""""""
        _create_skill(""dup-skill"", skill)
        result = _patch_skill(""dup-skill"", ""word"", ""replaced"")
        assert result[""success""] is False
        assert ""match"" in result[""error""].lower()

    def test_replace_all_with_fuzzy(self):
        skill = """"""\
---
name: dup-skill
description: Duplicate test
---

# Steps

word word word
""""""
        _create_skill(""dup-skill"", skill)
        result = _patch_skill(""dup-skill"", ""word"", ""replaced"", replace_all=True)
        assert result[""success""] is True
        content = (self.skills_dir / ""dup-skill"" / ""SKILL.md"").read_text()
        assert ""word"" not in content
        assert ""replaced"" in content

    def test_no_match_returns_preview(self):
        _create_skill(""test-skill"", SKILL_CONTENT)
        result = _patch_skill(""test-skill"", ""this does not exist anywhere"", ""replacement"")
        assert result[""success""] is False
        assert ""file_preview"" in result

    def test_fuzzy_patch_on_supporting_file(self):
        """"""Fuzzy matching should also work on supporting files.""""""
        _create_skill(""test-skill"", SKILL_CONTENT)
        ref_content = ""    function hello() {\n        console.log('hi');\n    }""
        _write_file(""test-skill"", ""references/code.js"", ref_content)
        # Patch with stripped indentation
        result = _patch_skill(
            ""test-skill"",
            ""function hello() {\nconsole.log('hi');\n}"",
            ""function hello() {\nconsole.log('hello world');\n}"",
            file_path=""references/code.js""
        )
        assert result[""success""] is True
        content = (self.skills_dir / ""test-skill"" / ""references"" / ""code.js"").read_text()
        assert ""hello world"" in content

    def test_patch_preserves_frontmatter_validation(self):
        """"""Fuzzy matching should still run frontmatter validation on SKILL.md.""""""
        _create_skill(""test-skill"", SKILL_CONTENT)
        # Try to destroy the frontmatter via patch
        result = _patch_skill(""test-skill"", ""---\nname: test-skill"", ""BROKEN"")
        assert result[""success""] is False
        assert ""structure"" in result[""error""].lower() or ""frontmatter"" in result[""error""].lower()

    def test_skill_manage_patch_uses_fuzzy(self):
        """"""The dispatcher should route to the fuzzy-matching patch.""""""
        _create_skill(""test-skill"", SKILL_CONTENT)
        raw = skill_manage(
            action=""patch"",
            name=""test-skill"",
            old_string=""  Step 1: Do the thing."",  # extra leading space
            new_string=""Step 1: Updated."",
        )
        result = json.loads(raw)
        # Should succeed via line-trimmed or indentation-flexible matching
        assert result[""success""] is True
",""
"Class:tests/tools/test_skill_env_passthrough.py:TestSkillViewRegistersPassthrough","TestSkillViewRegistersPassthrough","tests/tools/test_skill_env_passthrough.py",37,133,true,"

class TestSkillViewRegistersPassthrough:
    def test_available_env_vars_registered(self, tmp_path, monkeypatch):
        """"""When a skill declares required_environment_variables and the var IS set,
        it should be registered in the passthrough.""""""
        _create_skill(
            tmp_path,
            ""test-skill"",
            frontmatter_extra=(
                ""required_environment_variables:\n""
                ""  - name: TENOR_API_KEY\n""
                ""    prompt: Enter your Tenor API key\n""
            ),
        )
        monkeypatch.setattr(
            ""tools.skills_tool.SKILLS_DIR"", tmp_path
        )
        # Set the env var so it's ""available""
        monkeypatch.setenv(""TENOR_API_KEY"", ""test-value-123"")

        # Patch the secret capture callback to not prompt
        with patch(""tools.skills_tool._secret_capture_callback"", None):
            from tools.skills_tool import skill_view

            result = json.loads(skill_view(name=""test-skill""))

        assert result[""success""] is True
        assert is_env_passthrough(""TENOR_API_KEY"")

    def test_remote_backend_persisted_env_vars_registered(self, tmp_path, monkeypatch):
        """"""Remote-backed skills still register locally available env vars.""""""
        monkeypatch.setenv(""TERMINAL_ENV"", ""docker"")
        _create_skill(
            tmp_path,
            ""test-skill"",
            frontmatter_extra=(
                ""required_environment_variables:\n""
                ""  - name: TENOR_API_KEY\n""
                ""    prompt: Enter your Tenor API key\n""
            ),
        )
        monkeypatch.setattr(""tools.skills_tool.SKILLS_DIR"", tmp_path)

        from hermes_cli.config import save_env_value

        save_env_value(""TENOR_API_KEY"", ""persisted-value-123"")
        monkeypatch.delenv(""TENOR_API_KEY"", raising=False)

        with patch(""tools.skills_tool._secret_capture_callback"", None):
            from tools.skills_tool import skill_view

            result = json.loads(skill_view(name=""test-skill""))

        assert result[""success""] is True
        assert result[""setup_needed""] is False
        assert result[""missing_required_environment_variables""] == []
        assert is_env_passthrough(""TENOR_API_KEY"")

    def test_missing_env_vars_not_registered(self, tmp_path, monkeypatch):
        """"""When a skill declares required_environment_variables but the var is NOT set,
        it should NOT be registered in the passthrough.""""""
        _create_skill(
            tmp_path,
            ""test-skill"",
            frontmatter_extra=(
                ""required_environment_variables:\n""
                ""  - name: NONEXISTENT_SKILL_KEY_XYZ\n""
                ""    prompt: Enter your key\n""
            ),
        )
        monkeypatch.setattr(
            ""tools.skills_tool.SKILLS_DIR"", tmp_path
        )
        monkeypatch.delenv(""NONEXISTENT_SKILL_KEY_XYZ"", raising=False)

        with patch(""tools.skills_tool._secret_capture_callback"", None):
            from tools.skills_tool import skill_view

            result = json.loads(skill_view(name=""test-skill""))

        assert result[""success""] is True
        assert not is_env_passthrough(""NONEXISTENT_SKILL_KEY_XYZ"")

    def test_no_env_vars_skill_no_registration(self, tmp_path, monkeypatch):
        """"""Skills without required_environment_variables shouldn't register anything.""""""
        _create_skill(tmp_path, ""simple-skill"")
        monkeypatch.setattr(
            ""tools.skills_tool.SKILLS_DIR"", tmp_path
        )

        with patch(""tools.skills_tool._secret_capture_callback"", None):
            from tools.skills_tool import skill_view

            result = json.loads(skill_view(name=""simple-skill""))

        assert result[""success""] is True
        from tools.env_passthrough import get_all_passthrough
        assert len(get_all_passthrough()) == 0
",""
"Class:tests/tools/test_singularity_preflight.py:TestFindSingularityExecutable","TestFindSingularityExecutable","tests/tools/test_singularity_preflight.py",19,42,true,"

class TestFindSingularityExecutable:
    """"""_find_singularity_executable resolution tests.""""""

    def test_prefers_apptainer(self):
        """"""When both are available, apptainer should be preferred.""""""
        def which_both(name):
            return f""/usr/bin/{name}"" if name in (""apptainer"", ""singularity"") else None

        with patch(""shutil.which"", side_effect=which_both):
            assert _find_singularity_executable() == ""apptainer""

    def test_falls_back_to_singularity(self):
        """"""When only singularity is available, use it.""""""
        def which_singularity_only(name):
            return ""/usr/bin/singularity"" if name == ""singularity"" else None

        with patch(""shutil.which"", side_effect=which_singularity_only):
            assert _find_singularity_executable() == ""singularity""

    def test_raises_when_neither_found(self):
        """"""Must raise RuntimeError with install instructions.""""""
        with patch(""shutil.which"", return_value=None):
            with pytest.raises(RuntimeError, match=""Neither.*apptainer.*nor.*singularity""):
                _find_singularity_executable()

",""
"Class:tests/tools/test_singularity_preflight.py:TestEnsureSingularityAvailable","TestEnsureSingularityAvailable","tests/tools/test_singularity_preflight.py",45,76,true,"

class TestEnsureSingularityAvailable:
    """"""_ensure_singularity_available preflight tests.""""""

    def test_returns_executable_on_success(self):
        """"""Returns the executable name when version check passes.""""""
        fake_result = MagicMock(returncode=0, stderr="""")

        with patch(""shutil.which"", side_effect=lambda n: ""/usr/bin/apptainer"" if n == ""apptainer"" else None), \
             patch(""subprocess.run"", return_value=fake_result):
            assert _ensure_singularity_available() == ""apptainer""

    def test_raises_on_version_failure(self):
        """"""Raises RuntimeError when version command fails.""""""
        fake_result = MagicMock(returncode=1, stderr=""unknown flag"")

        with patch(""shutil.which"", side_effect=lambda n: ""/usr/bin/apptainer"" if n == ""apptainer"" else None), \
             patch(""subprocess.run"", return_value=fake_result):
            with pytest.raises(RuntimeError, match=""version.*failed""):
                _ensure_singularity_available()

    def test_raises_on_timeout(self):
        """"""Raises RuntimeError when version command times out.""""""
        with patch(""shutil.which"", side_effect=lambda n: ""/usr/bin/apptainer"" if n == ""apptainer"" else None), \
             patch(""subprocess.run"", side_effect=subprocess.TimeoutExpired(""apptainer"", 10)):
            with pytest.raises(RuntimeError, match=""timed out""):
                _ensure_singularity_available()

    def test_raises_when_not_installed(self):
        """"""Raises RuntimeError when neither executable exists.""""""
        with patch(""shutil.which"", return_value=None):
            with pytest.raises(RuntimeError, match=""Neither.*apptainer.*nor.*singularity""):
                _ensure_singularity_available()
",""
"Class:tests/tools/test_session_search.py:TestHiddenSessionSources","TestHiddenSessionSources","tests/tools/test_session_search.py",20,28,true,"# =========================================================================

class TestHiddenSessionSources:
    """"""Verify the _HIDDEN_SESSION_SOURCES constant used for third-party isolation.""""""

    def test_tool_source_is_hidden(self):
        assert ""tool"" in _HIDDEN_SESSION_SOURCES

    def test_standard_sources_not_hidden(self):
        for src in (""cli"", ""telegram"", ""discord"", ""slack"", ""cron""):
            assert src not in _HIDDEN_SESSION_SOURCES

",""
"Class:tests/tools/test_session_search.py:TestSessionSearchSchema","TestSessionSearchSchema","tests/tools/test_session_search.py",31,35,true,"

class TestSessionSearchSchema:
    def test_keeps_cross_session_recall_guidance_without_current_session_nudge(self):
        description = SESSION_SEARCH_SCHEMA[""description""]
        assert ""past conversations"" in description
        assert ""recent turns of the current session"" not in description

",""
"Class:tests/tools/test_session_search.py:TestFormatTimestamp","TestFormatTimestamp","tests/tools/test_session_search.py",42,63,true,"# =========================================================================

class TestFormatTimestamp:
    def test_unix_float(self):
        ts = 1700000000.0  # Nov 14, 2023
        result = _format_timestamp(ts)
        assert ""2023"" in result or ""November"" in result

    def test_unix_int(self):
        result = _format_timestamp(1700000000)
        assert isinstance(result, str)
        assert len(result) > 5

    def test_iso_string(self):
        result = _format_timestamp(""2024-01-15T10:30:00"")
        assert isinstance(result, str)

    def test_none_returns_unknown(self):
        assert _format_timestamp(None) == ""unknown""

    def test_numeric_string(self):
        result = _format_timestamp(""1700000000.0"")
        assert isinstance(result, str)
        assert ""unknown"" not in result.lower()

",""
"Class:tests/tools/test_session_search.py:TestFormatConversation","TestFormatConversation","tests/tools/test_session_search.py",70,111,true,"# =========================================================================

class TestFormatConversation:
    def test_basic_messages(self):
        msgs = [
            {""role"": ""user"", ""content"": ""Hello""},
            {""role"": ""assistant"", ""content"": ""Hi there!""},
        ]
        result = _format_conversation(msgs)
        assert ""[USER]: Hello"" in result
        assert ""[ASSISTANT]: Hi there!"" in result

    def test_tool_message(self):
        msgs = [
            {""role"": ""tool"", ""content"": ""search results"", ""tool_name"": ""web_search""},
        ]
        result = _format_conversation(msgs)
        assert ""[TOOL:web_search]"" in result

    def test_long_tool_output_truncated(self):
        msgs = [
            {""role"": ""tool"", ""content"": ""x"" * 1000, ""tool_name"": ""terminal""},
        ]
        result = _format_conversation(msgs)
        assert ""[truncated]"" in result

    def test_assistant_with_tool_calls(self):
        msgs = [
            {
                ""role"": ""assistant"",
                ""content"": """",
                ""tool_calls"": [
                    {""function"": {""name"": ""web_search""}},
                    {""function"": {""name"": ""terminal""}},
                ],
            },
        ]
        result = _format_conversation(msgs)
        assert ""web_search"" in result
        assert ""terminal"" in result

    def test_empty_messages(self):
        result = _format_conversation([])
        assert result == """"

",""
"Class:tests/tools/test_session_search.py:TestTruncateAroundMatches","TestTruncateAroundMatches","tests/tools/test_session_search.py",118,146,true,"# =========================================================================

class TestTruncateAroundMatches:
    def test_short_text_unchanged(self):
        text = ""Short text about docker""
        result = _truncate_around_matches(text, ""docker"")
        assert result == text

    def test_long_text_truncated(self):
        # Create text longer than MAX_SESSION_CHARS with query term in middle
        padding = ""x"" * (MAX_SESSION_CHARS + 5000)
        text = padding + "" KEYWORD_HERE "" + padding
        result = _truncate_around_matches(text, ""KEYWORD_HERE"")
        assert len(result) <= MAX_SESSION_CHARS + 100  # +100 for prefix/suffix markers
        assert ""KEYWORD_HERE"" in result

    def test_truncation_adds_markers(self):
        text = ""a"" * 50000 + "" target "" + ""b"" * (MAX_SESSION_CHARS + 5000)
        result = _truncate_around_matches(text, ""target"")
        assert ""truncated"" in result.lower()

    def test_no_match_takes_from_start(self):
        text = ""x"" * (MAX_SESSION_CHARS + 5000)
        result = _truncate_around_matches(text, ""nonexistent"")
        # Should take from the beginning
        assert result.startswith(""x"")

    def test_match_at_beginning(self):
        text = ""KEYWORD "" + ""x"" * (MAX_SESSION_CHARS + 5000)
        result = _truncate_around_matches(text, ""KEYWORD"")
        assert ""KEYWORD"" in result

",""
"Class:tests/tools/test_session_search.py:TestSessionSearch","TestSessionSearch","tests/tools/test_session_search.py",153,285,true,"# =========================================================================

class TestSessionSearch:
    def test_no_db_returns_error(self):
        from tools.session_search_tool import session_search
        result = json.loads(session_search(query=""test""))
        assert result[""success""] is False
        assert ""not available"" in result[""error""].lower()

    def test_empty_query_returns_error(self):
        from tools.session_search_tool import session_search
        mock_db = object()
        result = json.loads(session_search(query="""", db=mock_db))
        assert result[""success""] is False

    def test_whitespace_query_returns_error(self):
        from tools.session_search_tool import session_search
        mock_db = object()
        result = json.loads(session_search(query=""   "", db=mock_db))
        assert result[""success""] is False

    def test_current_session_excluded(self):
        """"""session_search should never return the current session.""""""
        from unittest.mock import MagicMock
        from tools.session_search_tool import session_search

        mock_db = MagicMock()
        current_sid = ""20260304_120000_abc123""

        # Simulate FTS5 returning matches only from the current session
        mock_db.search_messages.return_value = [
            {""session_id"": current_sid, ""content"": ""test match"", ""source"": ""cli"",
             ""session_started"": 1709500000, ""model"": ""test""},
        ]
        mock_db.get_session.return_value = {""parent_session_id"": None}

        result = json.loads(session_search(
            query=""test"", db=mock_db, current_session_id=current_sid,
        ))
        assert result[""success""] is True
        assert result[""count""] == 0
        assert result[""results""] == []

    def test_current_session_excluded_keeps_others(self):
        """"""Other sessions should still be returned when current is excluded.""""""
        from unittest.mock import MagicMock
        from tools.session_search_tool import session_search

        mock_db = MagicMock()
        current_sid = ""20260304_120000_abc123""
        other_sid = ""20260303_100000_def456""

        mock_db.search_messages.return_value = [
            {""session_id"": current_sid, ""content"": ""match 1"", ""source"": ""cli"",
             ""session_started"": 1709500000, ""model"": ""test""},
            {""session_id"": other_sid, ""content"": ""match 2"", ""source"": ""telegram"",
             ""session_started"": 1709400000, ""model"": ""test""},
        ]
        mock_db.get_session.return_value = {""parent_session_id"": None}
        mock_db.get_messages_as_conversation.return_value = [
            {""role"": ""user"", ""content"": ""hello""},
            {""role"": ""assistant"", ""content"": ""hi there""},
        ]

        # Mock async_call_llm to raise RuntimeError → summarizer returns None
        from unittest.mock import AsyncMock, patch as _patch
        with _patch(""tools.session_search_tool.async_call_llm"",
                     new_callable=AsyncMock,
                     side_effect=RuntimeError(""no provider"")):
            result = json.loads(session_search(
                query=""test"", db=mock_db, current_session_id=current_sid,
            ))

        assert result[""success""] is True
        # Current session should be skipped, only other_sid should appear
        assert result[""sessions_searched""] == 1
        assert current_sid not in [r.get(""session_id"") for r in result.get(""results"", [])]

    def test_current_child_session_excludes_parent_lineage(self):
        """"""Compression/delegation parents should be excluded for the active child session.""""""
        from unittest.mock import MagicMock
        from tools.session_search_tool import session_search

        mock_db = MagicMock()
        mock_db.search_messages.return_value = [
            {""session_id"": ""parent_sid"", ""content"": ""match"", ""source"": ""cli"",
             ""session_started"": 1709500000, ""model"": ""test""},
        ]

        def _get_session(session_id):
            if session_id == ""child_sid"":
                return {""parent_session_id"": ""parent_sid""}
            if session_id == ""parent_sid"":
                return {""parent_session_id"": None}
            return None

        mock_db.get_session.side_effect = _get_session

        result = json.loads(session_search(
            query=""test"", db=mock_db, current_session_id=""child_sid"",
        ))

        assert result[""success""] is True
        assert result[""count""] == 0
        assert result[""results""] == []
        assert result[""sessions_searched""] == 0

    def test_current_root_session_excludes_child_lineage(self):
        """"""Delegation child hits should be excluded when they resolve to the current root session.""""""
        from unittest.mock import MagicMock
        from tools.session_search_tool import session_search

        mock_db = MagicMock()
        mock_db.search_messages.return_value = [
            {""session_id"": ""child_sid"", ""content"": ""match"", ""source"": ""cli"",
             ""session_started"": 1709500000, ""model"": ""test""}
... [truncated]",""
"Class:tests/tools/test_send_message_tool.py:TestSendMessageTool","TestSendMessageTool","tests/tools/test_send_message_tool.py",34,303,true,"

class TestSendMessageTool:
    def test_cron_duplicate_target_is_skipped_and_explained(self):
        home = SimpleNamespace(chat_id=""-1001"")
        config, _telegram_cfg = _make_config()
        config.get_home_channel = lambda _platform: home

        with patch.dict(
            os.environ,
            {
                ""HERMES_CRON_AUTO_DELIVER_PLATFORM"": ""telegram"",
                ""HERMES_CRON_AUTO_DELIVER_CHAT_ID"": ""-1001"",
            },
            clear=False,
        ), \
             patch(""gateway.config.load_gateway_config"", return_value=config), \
             patch(""tools.interrupt.is_interrupted"", return_value=False), \
             patch(""model_tools._run_async"", side_effect=_run_async_immediately), \
             patch(""tools.send_message_tool._send_to_platform"", new=AsyncMock(return_value={""success"": True})) as send_mock, \
             patch(""gateway.mirror.mirror_to_session"", return_value=True) as mirror_mock:
            result = json.loads(
                send_message_tool(
                    {
                        ""action"": ""send"",
                        ""target"": ""telegram"",
                        ""message"": ""hello"",
                    }
                )
            )

        assert result[""success""] is True
        assert result[""skipped""] is True
        assert result[""reason""] == ""cron_auto_delivery_duplicate_target""
        assert ""final response"" in result[""note""]
        send_mock.assert_not_awaited()
        mirror_mock.assert_not_called()

    def test_cron_different_target_still_sends(self):
        config, telegram_cfg = _make_config()

        with patch.dict(
            os.environ,
            {
                ""HERMES_CRON_AUTO_DELIVER_PLATFORM"": ""telegram"",
                ""HERMES_CRON_AUTO_DELIVER_CHAT_ID"": ""-1001"",
            },
            clear=False,
        ), \
             patch(""gateway.config.load_gateway_config"", return_value=config), \
             patch(""tools.interrupt.is_interrupted"", return_value=False), \
             patch(""model_tools._run_async"", side_effect=_run_async_immediately), \
             patch(""tools.send_message_tool._send_to_platform"", new=AsyncMock(return_value={""success"": True})) as send_mock, \
             patch(""gateway.mirror.mirror_to_session"", return_value=True) as mirror_mock:
            result = json.loads(
                send_message_tool(
                    {
                        ""action"": ""send"",
                        ""target"": ""telegram:-1002"",
                        ""message"": ""hello"",
                    }
                )
            )

        assert result[""success""] is True
        assert result.get(""skipped"") is not True
        send_mock.assert_awaited_once_with(
            Platform.TELEGRAM,
            telegram_cfg,
            ""-1002"",
            ""hello"",
            thread_id=None,
            media_files=[],
        )
        mirror_mock.assert_called_once_with(""telegram"", ""-1002"", ""hello"", source_label=""cli"", thread_id=None)

    def test_cron_same_chat_different_thread_still_sends(self):
        config, telegram_cfg = _make_config()

        with patch.dict(
            os.environ,
            {
                ""HERMES_CRON_AUTO_DELIVER_PLATFORM"": ""telegram"",
                ""HERMES_CRON_AUTO_DELIVER_CHAT_ID"": ""-1001"",
                ""HERMES_CRON_AUTO_DELIVER_THREAD_ID"": ""17585"",
            },
            clear=False,
        ), \
             patch(""gateway.config.load_gateway_config"", return_value=config), \
             patch(""tools.interrupt.is_interrupted"", return_value=False), \
             patch(""model_tools._run_async"", side_effect=_run_async_immediately), \
             patch(""tools.send_message_tool._send_to_platform"", new=AsyncMock(return_value={""success"": True})) as send_mock, \
             patch(""gateway.mirror.mirror_to_session"", return_value=True) as mirror_mock:
            result = json.loads(
                send_message_tool(
                    {
                        ""action"": ""send"",
                        ""target"": ""telegram:-1001:99999"",
                        ""message"": ""hello"",
                    }
                )
            )

        assert result[""success""] is True
        assert result.get(""skipped"") is not True
        send_mock.assert_awaited_once_with(
            Platform.TELEGRAM,
            telegram_cfg,
            ""-1001"",
            ""hello"",
            thread_id=""99999"",
            media_files=[],
        )
        mirror_mock.assert_called_once_with(""telegram"", ""-1001"", ""hello"", source_label=""cli"", thread_id=""99999"")

    def test_sends_to_explicit_telegram_topic_target(self):
        config, telegram_cfg = _make_config()

        with patch(""gateway.config.load_gateway_config"", return_value=config), \
             patch(""tools.interrupt.is_interrupted"", return_value=False), \
             patch(""model_tools._run_async"", side_effect=_run_async_immediately), \
             patch(""tools.send_message_tool._send_to_platform"", new=
... [truncated]",""
