id,label,heuristicLabel,keywords,description,enrichedBy,cohesion,symbolCount
"comm_114","Acp_adapter","Acp_adapter",[],"","heuristic",0.4878048780487805,8
"comm_126","Tests","Tests",[],"","heuristic",0.39215686274509803,8
"comm_138","Tests","Tests",[],"","heuristic",0.6451612903225806,8
"comm_150","Cli","Cli",[],"","heuristic",0.6086956521739131,8
"comm_156","Cli","Cli",[],"","heuristic",0.8888888888888888,8
"comm_161","Tools","Tools",[],"","heuristic",0.5833333333333334,8
"comm_163","Tools","Tools",[],"","heuristic",0.5384615384615384,8
"comm_202","Tools","Tools",[],"","heuristic",0.7111111111111111,8
"comm_226","Tools","Tools",[],"","heuristic",0.44,8
"comm_253","Tools","Tools",[],"","heuristic",0.7333333333333333,8
"comm_275","Tools","Tools",[],"","heuristic",0.42105263157894735,8
"comm_281","Tools","Tools",[],"","heuristic",0.9090909090909091,8
"comm_286","Tools","Tools",[],"","heuristic",0.5,8
"comm_381","Tools","Tools",[],"","heuristic",0.6666666666666666,8
"comm_396","Environments","Environments",[],"","heuristic",0.6153846153846154,8
"comm_414","Tools","Tools",[],"","heuristic",0.46808510638297873,8
"comm_416","Tools","Tools",[],"","heuristic",0.8461538461538461,8
"comm_417","Tools","Tools",[],"","heuristic",0.875,8
"comm_454","Orchestrator","Orchestrator",[],"","heuristic",0.7058823529411765,8
"comm_459","Hermes_cli","Hermes_cli",[],"","heuristic",0.7142857142857143,8
"comm_462","Hermes_cli","Hermes_cli",[],"","heuristic",0.48148148148148145,8
"comm_484","Hermes_cli","Hermes_cli",[],"","heuristic",0.38461538461538464,8
"comm_508","Hermes_cli","Hermes_cli",[],"","heuristic",0.6060606060606061,8
"comm_589","Gateway","Gateway",[],"","heuristic",0.88,8
"comm_615","Gateway","Gateway",[],"","heuristic",0.3783783783783784,8
"comm_621","Gateway","Gateway",[],"","heuristic",0.6842105263157895,8
"comm_636","Gateway","Gateway",[],"","heuristic",0.8108108108108109,8
"comm_638","Gateway","Gateway",[],"","heuristic",0.5384615384615384,8
"comm_661","Environments","Environments",[],"","heuristic",1,8
"comm_671","Run_agent","Run_agent",[],"","heuristic",0.8275862068965517,8
"comm_677","Agent","Agent",[],"","heuristic",0.8,8
"comm_688","Agent","Agent",[],"","heuristic",0.4117647058823529,8
"comm_701","Agent","Agent",[],"","heuristic",0.7272727272727273,8
"comm_726","Agent","Agent",[],"","heuristic",0.6363636363636364,8
"comm_745","Agent","Agent",[],"","heuristic",0.8275862068965517,8
"comm_773","Tools","Tools",[],"","heuristic",0.88,8
"comm_816","Run_agent","Run_agent",[],"","heuristic",0.9629629629629629,8
"comm_847","Tools","Tools",[],"","heuristic",0.5384615384615384,8
"comm_900","Gateway","Gateway",[],"","heuristic",0.4,8
"comm_966","Gateway","Gateway",[],"","heuristic",0.5217391304347826,8
"comm_971","Gateway","Gateway",[],"","heuristic",0.5405405405405406,8
"comm_1008","Gateway","Gateway",[],"","heuristic",0.5405405405405406,8
"comm_1055","Gateway","Gateway",[],"","heuristic",0.5555555555555556,8
"comm_1108","Openviking","Openviking",[],"","heuristic",0.6363636363636364,8
"comm_1121","Platforms","Platforms",[],"","heuristic",0.5531914893617021,8
"comm_1130","Platforms","Platforms",[],"","heuristic",0.7857142857142857,8
"comm_1145","Platforms","Platforms",[],"","heuristic",0.5555555555555556,8
"comm_1181","Benchmarks","Benchmarks",[],"","heuristic",0.7857142857142857,8
"comm_33","Run_agent","Run_agent",[],"","heuristic",0.375,7
"comm_59","Run_agent","Run_agent",[],"","heuristic",0.4444444444444444,7
"comm_64","Hermes_cli","Hermes_cli",[],"","heuristic",0.5625,7
"comm_82","Tests","Tests",[],"","heuristic",0.8,7
"comm_119","Tools","Tools",[],"","heuristic",0.48,7
"comm_128","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,7
"comm_136","Cli","Cli",[],"","heuristic",0.8181818181818182,7
"comm_141","Cli","Cli",[],"","heuristic",0.5217391304347826,7
"comm_151","Agent","Agent",[],"","heuristic",0.5714285714285714,7
"comm_159","Hermes_cli","Hermes_cli",[],"","heuristic",0.358974358974359,7
"comm_164","Tools","Tools",[],"","heuristic",0.5454545454545454,7
"comm_175","Tools","Tools",[],"","heuristic",0.5,7
"comm_180","Tools","Tools",[],"","heuristic",0.6666666666666666,7
"comm_195","Gateway","Gateway",[],"","heuristic",0.6,7
"comm_211","Tools","Tools",[],"","heuristic",0.75,7
"comm_213","Tools","Tools",[],"","heuristic",0.5,7
"comm_220","Tools","Tools",[],"","heuristic",0.7142857142857143,7
"comm_237","Tools","Tools",[],"","heuristic",0.43243243243243246,7
"comm_242","Tools","Tools",[],"","heuristic",0.42857142857142855,7
"comm_243","Tools","Tools",[],"","heuristic",0.56,7
"comm_245","Tools","Tools",[],"","heuristic",0.5161290322580645,7
"comm_250","Tools","Tools",[],"","heuristic",0.8333333333333334,7
"comm_267","Tools","Tools",[],"","heuristic",0.48,7
"comm_302","Tools","Tools",[],"","heuristic",0.7333333333333333,7
"comm_328","Tools","Tools",[],"","heuristic",0.8148148148148148,7
"comm_353","Tools","Tools",[],"","heuristic",0.64,7
"comm_354","Scripts","Scripts",[],"","heuristic",0.7058823529411765,7
"comm_356","Integration","Integration",[],"","heuristic",0.5806451612903226,7
"comm_374","Tools","Tools",[],"","heuristic",0.7142857142857143,7
"comm_376","Tools","Tools",[],"","heuristic",0.6923076923076923,7
"comm_382","Tools","Tools",[],"","heuristic",0.5714285714285714,7
"comm_383","Agent","Agent",[],"","heuristic",0.6451612903225806,7
"comm_390","Tools","Tools",[],"","heuristic",0.5,7
"comm_401","Tools","Tools",[],"","heuristic",0.6896551724137931,7
"comm_407","Tools","Tools",[],"","heuristic",0.42105263157894735,7
"comm_412","Tools","Tools",[],"","heuristic",0.36363636363636365,7
"comm_420","Tools","Tools",[],"","heuristic",0.7407407407407407,7
"comm_426","Tools","Tools",[],"","heuristic",0.5925925925925926,7
"comm_440","Scripts","Scripts",[],"","heuristic",0.7619047619047619,7
"comm_464","Hermes_cli","Hermes_cli",[],"","heuristic",0.5,7
"comm_472","Hermes_cli","Hermes_cli",[],"","heuristic",0.5714285714285714,7
"comm_482","Hermes_cli","Hermes_cli",[],"","heuristic",0.5333333333333333,7
"comm_483","Hermes_cli","Hermes_cli",[],"","heuristic",0.4444444444444444,7
"comm_489","Hermes_cli","Hermes_cli",[],"","heuristic",0.6470588235294118,7
"comm_498","Hermes_cli","Hermes_cli",[],"","heuristic",0.5882352941176471,7
"comm_512","Memory","Memory",[],"","heuristic",0.6666666666666666,7
"comm_515","Hermes_cli","Hermes_cli",[],"","heuristic",0.5714285714285714,7
"comm_523","Hermes_cli","Hermes_cli",[],"","heuristic",0.8571428571428571,7
"comm_536","Hermes_cli","Hermes_cli",[],"","heuristic",0.6206896551724138,7
"comm_542","Hermes_cli","Hermes_cli",[],"","heuristic",0.56,7
"comm_549","Gateway","Gateway",[],"","heuristic",0.5217391304347826,7
"comm_562","Agent","Agent",[],"","heuristic",0.6956521739130435,7
"comm_572","Hermes_cli","Hermes_cli",[],"","heuristic",0.35294117647058826,7
"comm_579","Hermes_cli","Hermes_cli",[],"","heuristic",0.4666666666666667,7
"comm_583","Hermes_cli","Hermes_cli",[],"","heuristic",0.4375,7
"comm_596","Gateway","Gateway",[],"","heuristic",0.43243243243243246,7
"comm_613","Gateway","Gateway",[],"","heuristic",0.5714285714285714,7
"comm_678","Agent","Agent",[],"","heuristic",0.4827586206896552,7
"comm_685","Agent","Agent",[],"","heuristic",0.5142857142857142,7
"comm_690","Agent","Agent",[],"","heuristic",0.6956521739130435,7
"comm_698","Agent","Agent",[],"","heuristic",0.6956521739130435,7
"comm_702","Agent","Agent",[],"","heuristic",0.7096774193548387,7
"comm_708","Agent","Agent",[],"","heuristic",0.8,7
"comm_750","Acp","Acp",[],"","heuristic",0.37037037037037035,7
"comm_769","Environments","Environments",[],"","heuristic",0.6285714285714286,7
"comm_772","Tools","Tools",[],"","heuristic",0.5714285714285714,7
"comm_778","Tools","Tools",[],"","heuristic",0.7142857142857143,7
"comm_786","Skills","Skills",[],"","heuristic",0.46153846153846156,7
"comm_788","Scripts","Scripts",[],"","heuristic",0.5652173913043478,7
"comm_801","Run_agent","Run_agent",[],"","heuristic",0.5,7
"comm_823","Run_agent","Run_agent",[],"","heuristic",0.8695652173913043,7
"comm_824","Run_agent","Run_agent",[],"","heuristic",0.6666666666666666,7
"comm_831","Retaindb","Retaindb",[],"","heuristic",0.42857142857142855,7
"comm_839","Plugins","Plugins",[],"","heuristic",0.8695652173913043,7
"comm_843","Tools","Tools",[],"","heuristic",0.8888888888888888,7
"comm_850","Tools","Tools",[],"","heuristic",0.46153846153846156,7
"comm_871","Gateway","Gateway",[],"","heuristic",0.6428571428571429,7
"comm_876","Honcho_plugin","Honcho_plugin",[],"","heuristic",0.6,7
"comm_881","Honcho","Honcho",[],"","heuristic",0.6,7
"comm_884","Honcho_plugin","Honcho_plugin",[],"","heuristic",0.6896551724137931,7
"comm_912","Platforms","Platforms",[],"","heuristic",0.46153846153846156,7
"comm_917","Platforms","Platforms",[],"","heuristic",0.5833333333333334,7
"comm_925","Gateway","Gateway",[],"","heuristic",0.6,7
"comm_942","Gateway","Gateway",[],"","heuristic",0.6153846153846154,7
"comm_943","Gateway","Gateway",[],"","heuristic",0.6470588235294118,7
"comm_954","Gateway","Gateway",[],"","heuristic",0.8333333333333334,7
"comm_963","Gateway","Gateway",[],"","heuristic",0.7142857142857143,7
"comm_964","Gateway","Gateway",[],"","heuristic",0.631578947368421,7
"comm_1035","Gateway","Gateway",[],"","heuristic",0.5882352941176471,7
"comm_1040","Gateway","Gateway",[],"","heuristic",0.6,7
